text,name,ratings,no_of_ratings,discount_price,actual_price,category_source
Lotus Professional PhytoRx Whitening & Brightening Skin Care Combo | Day Cream 50g | Night Cream 50g | Free Face Wash 80g... beauty & health Beauty & Grooming,Lotus Professional PhytoRx Whitening & Brightening Skin Care Combo | Day Cream 50g | Night Cream 50g | Free Face Wash 80g...,4.2,67,"₹1,219","₹1,390",Beauty and Grooming.csv
Park Avenue - Cool Blue Lather Shaving Cream 60g with Free 40% (60g + 24g =84g) beauty & health Beauty & Grooming,Park Avenue - Cool Blue Lather Shaving Cream 60g with Free 40% (60g + 24g =84g),4.4,406,₹59,₹69,Beauty and Grooming.csv
Bombay Shaving Co Beard Care Gift Hamper for Men | Gift Set for Men | Beard Grooming Kit for Men | Beard Care Kit for Men... beauty & health Beauty & Grooming,Bombay Shaving Co Beard Care Gift Hamper for Men | Gift Set for Men | Beard Grooming Kit for Men | Beard Care Kit for Men...,4.0,"2,279",₹499,₹995,Beauty and Grooming.csv
Gillette Sensor Excel Comfort Razor Blades10 beauty & health Beauty & Grooming,Gillette Sensor Excel Comfort Razor Blades10,4.6,102,₹920,"₹1,299",Beauty and Grooming.csv
"AGARO HC8001 Hair Curler With 10MM Barrel, Rod, Tong, Chopstick Hair Curler, Ceramic Coated Plates, Cool Touch Tip, Fast H... beauty & health Beauty & Grooming","AGARO HC8001 Hair Curler With 10MM Barrel, Rod, Tong, Chopstick Hair Curler, Ceramic Coated Plates, Cool Touch Tip, Fast H...",4.2,"2,125",,,Beauty and Grooming.csv
IKONIC Blaze Black Hair Dryer - 1800 Watts beauty & health Beauty & Grooming,IKONIC Blaze Black Hair Dryer - 1800 Watts,4.4,962,"₹1,789","₹2,300",Beauty and Grooming.csv
"Enchanteur Romantic Perfumed Soap, 75g (Buy 3 Get 1) with Roses & Jasmine Extracts beauty & health Beauty & Grooming","Enchanteur Romantic Perfumed Soap, 75g (Buy 3 Get 1) with Roses & Jasmine Extracts",4.0,"1,522",₹190,₹196,Beauty and Grooming.csv
"HUDA GIRL Natural Hairline Powder, Hair Shading Sponge Pen, Hairline Shadow Powder Stick, Quick Root Touch-Up, Waterproof ... beauty & health Beauty & Grooming","HUDA GIRL Natural Hairline Powder, Hair Shading Sponge Pen, Hairline Shadow Powder Stick, Quick Root Touch-Up, Waterproof ...",3.0,24,₹399,₹499,Beauty and Grooming.csv
"Mustela Gentle Cleansing Body Gel, White, 500 ml beauty & health Beauty & Grooming","Mustela Gentle Cleansing Body Gel, White, 500 ml",4.6,"7,249",₹951,"₹1,075",Beauty and Grooming.csv
Denver Black Code Talcum Powder 300GM Each - (Pack of 2) | Scented Talc for Men beauty & health Beauty & Grooming,Denver Black Code Talcum Powder 300GM Each - (Pack of 2) | Scented Talc for Men,4.4,340,₹279,₹398,Beauty and Grooming.csv
"Acrofy, Moisturizer for Acne-Prone Skin, Sebum Control Formula, Helps Reduce Acne Redness, Oil-Free, Matte Effect, 24 Hour... beauty & health Beauty & Grooming","Acrofy, Moisturizer for Acne-Prone Skin, Sebum Control Formula, Helps Reduce Acne Redness, Oil-Free, Matte Effect, 24 Hour...",4.1,586,₹583,₹627,Beauty and Grooming.csv
"7 Days Stretch Marks Scar removal cream oil in during after pregnancy delivery women,organic Bio Oil for to remove Hyperpi... beauty & health Beauty & Grooming","7 Days Stretch Marks Scar removal cream oil in during after pregnancy delivery women,organic Bio Oil for to remove Hyperpi...",3.3,314,₹268,₹599,Beauty and Grooming.csv
BOMBAE Foldable Hair Removal Razor For Women (Pack of 3) | Easy Facial Hair Removal At Home | Gentle on Skin| Dermaplaning... beauty & health Beauty & Grooming,BOMBAE Foldable Hair Removal Razor For Women (Pack of 3) | Easy Facial Hair Removal At Home | Gentle on Skin| Dermaplaning...,4.1,665,,₹99,Beauty and Grooming.csv
"Honeymagic Derma Roller (0.5mm, 1mm, 1.5mm) with 540 Titanium Needles For Scalp, Face and Beard (1.00mm) beauty & health Beauty & Grooming","Honeymagic Derma Roller (0.5mm, 1mm, 1.5mm) with 540 Titanium Needles For Scalp, Face and Beard (1.00mm)",4.2,10,₹179,₹249,Beauty and Grooming.csv
Kama Sutra Spark Power Series Fragrance Body Spray 135ml beauty & health Beauty & Grooming,Kama Sutra Spark Power Series Fragrance Body Spray 135ml,3.9,74,₹110,₹220,Beauty and Grooming.csv
"Colorbar Cosmetics Sindoor, Maroon, 3.8 ml beauty & health Beauty & Grooming","Colorbar Cosmetics Sindoor, Maroon, 3.8 ml",4.2,"2,811",₹94,₹145,Beauty and Grooming.csv
TEMPERIA Tic Tac Hair Clips for Girls (Pack of 36pcs) (5cm) (Matte Black) - Tik Tak Pins for Women beauty & health Beauty & Grooming,TEMPERIA Tic Tac Hair Clips for Girls (Pack of 36pcs) (5cm) (Matte Black) - Tik Tak Pins for Women,5.0,3,₹189,₹599,Beauty and Grooming.csv
Acnos Black Round Diamond Dial with Latest Generation Purple & Rosegold Magnet Belt Analogue Watch for Women Pack of - 2 (... beauty & health Beauty & Grooming,Acnos Black Round Diamond Dial with Latest Generation Purple & Rosegold Magnet Belt Analogue Watch for Women Pack of - 2 (...,3.8,"2,955",₹345,"₹1,999",Beauty and Grooming.csv
"Yardley London Royal Red Rose Talc for Women, 250g beauty & health Beauty & Grooming","Yardley London Royal Red Rose Talc for Women, 250g",4.3,"2,673",₹195,₹230,Beauty and Grooming.csv
La Roche-Posay Cicaplast Baume B5 Soothing Repairing Balm 40ml beauty & health Beauty & Grooming,La Roche-Posay Cicaplast Baume B5 Soothing Repairing Balm 40ml,4.6,"10,736","₹1,800","₹2,500",Beauty and Grooming.csv
Yellow Chimes 5 Pieces Combo Black Thread Knot with Oxidized Single Charms Base Metal Adjustable Evil Eye Anklets for Wome... beauty & health Beauty & Grooming,Yellow Chimes 5 Pieces Combo Black Thread Knot with Oxidized Single Charms Base Metal Adjustable Evil Eye Anklets for Wome...,3.9,"1,757",₹187,₹999,Beauty and Grooming.csv
"Wet n Wild, MegaGlo Highlighting Powder, Highly-pigmented Powder Highlighter with Ultra-pearly Finish and Easy-to-blend Fo... beauty & health Beauty & Grooming","Wet n Wild, MegaGlo Highlighting Powder, Highly-pigmented Powder Highlighter with Ultra-pearly Finish and Easy-to-blend Fo...",4.3,"2,701",₹279,₹499,Beauty and Grooming.csv
Gillette Presto Sata Sat Razor- Pack of 5 beauty & health Beauty & Grooming,Gillette Presto Sata Sat Razor- Pack of 5,4.3,597,,₹88,Beauty and Grooming.csv
Natural Elephant Exfoliating Hammam Glove - Face and Body Exfoliator Mitt (Lovely Lilac) beauty & health Beauty & Grooming,Natural Elephant Exfoliating Hammam Glove - Face and Body Exfoliator Mitt (Lovely Lilac),3.8,855,₹228,"₹1,899",Beauty and Grooming.csv
SWARG Multicolour Waterproof Elastic Band Plastic Reusable Shower Caps for Women's - 3 Pieces beauty & health Beauty & Grooming,SWARG Multicolour Waterproof Elastic Band Plastic Reusable Shower Caps for Women's - 3 Pieces,3.9,"8,904",₹208,₹599,Beauty and Grooming.csv
Innisfree Super Volcanic Pore Clay Mask 2x- Mini (20 ml) beauty & health Beauty & Grooming,Innisfree Super Volcanic Pore Clay Mask 2x- Mini (20 ml),4.2,103,₹315,₹350,Beauty and Grooming.csv
"Renva Professional Cosmetic Makeup Kit Storage Makeup Pouches for Women, Makeup Bag Makeup Organizer, Foldable Make up Pou... beauty & health Beauty & Grooming","Renva Professional Cosmetic Makeup Kit Storage Makeup Pouches for Women, Makeup Bag Makeup Organizer, Foldable Make up Pou...",4.1,50,₹369,₹999,Beauty and Grooming.csv
RAVIRANDAL Baby Shower Cap Bathing Baby Wash Hair Eye Ear Protector Hat for New Born Infants babies Baby Bath Cap Shower P... beauty & health Beauty & Grooming,RAVIRANDAL Baby Shower Cap Bathing Baby Wash Hair Eye Ear Protector Hat for New Born Infants babies Baby Bath Cap Shower P...,3.1,509,₹129,₹999,Beauty and Grooming.csv
"Lakme Absolute Argan Oil Radiance Oil-In Gel, 50 g beauty & health Beauty & Grooming","Lakme Absolute Argan Oil Radiance Oil-In Gel, 50 g",4.3,737,₹594,₹849,Beauty and Grooming.csv
Kaya Clinic Acne Free Purifying Cleanser Salicylic Acid Face Wash Reduces Acne & Pimples for Pimple Prone Skin Suitable fo... beauty & health Beauty & Grooming,Kaya Clinic Acne Free Purifying Cleanser Salicylic Acid Face Wash Reduces Acne & Pimples for Pimple Prone Skin Suitable fo...,4.0,"2,645",₹117,₹190,Beauty and Grooming.csv
"AGARO Heated Hair Straightening Brush, Fast Heating, Ionic Care, 5 Heat Settings, Hair Straightener, Hot Brush, Gives Natu... beauty & health Beauty & Grooming","AGARO Heated Hair Straightening Brush, Fast Heating, Ionic Care, 5 Heat Settings, Hair Straightener, Hot Brush, Gives Natu...",4.3,675,"₹2,607","₹5,449",Beauty and Grooming.csv
"Fogg Beautiful Secret Scent, Eau De Parfum, Women’s Perfume, Long-lasting Fresh & Floral Fragrance, 100ml beauty & health Beauty & Grooming","Fogg Beautiful Secret Scent, Eau De Parfum, Women’s Perfume, Long-lasting Fresh & Floral Fragrance, 100ml",4.1,"1,048",₹325,₹650,Beauty and Grooming.csv
HM Organics Virofin(100Ml) Anti-Virus & Bacteria for Plants Used in Farms beauty & health Beauty & Grooming,HM Organics Virofin(100Ml) Anti-Virus & Bacteria for Plants Used in Farms,5.0,1,₹449,₹600,Beauty and Grooming.csv
"Vasara Premium Cold Pressed Kalonji Oil - Black Seed Oil (Nigella Sativa) - For Hair, Skincare and Boosting Immunity - 10... beauty & health Beauty & Grooming","Vasara Premium Cold Pressed Kalonji Oil - Black Seed Oil (Nigella Sativa) - For Hair, Skincare and Boosting Immunity - 10...",4.2,70,₹320,₹400,Beauty and Grooming.csv
"Braun Face 810 – Mini Facial Epilator for Women with Cleansing Brush with Micro-Oscillations, Gentle root hair removal, Cl... beauty & health Beauty & Grooming","Braun Face 810 – Mini Facial Epilator for Women with Cleansing Brush with Micro-Oscillations, Gentle root hair removal, Cl...",3.8,"8,409","₹3,224","₹4,299",Beauty and Grooming.csv
"AGARO Ultrasonic Facial Skin Scrubber for Wet Skin, Blackheads Remover and Facial Pores Cleaner with 4 Modes, Facial Scrub... beauty & health Beauty & Grooming","AGARO Ultrasonic Facial Skin Scrubber for Wet Skin, Blackheads Remover and Facial Pores Cleaner with 4 Modes, Facial Scrub...",3.9,182,"₹1,535","₹2,995",Beauty and Grooming.csv
Kamz Beauty 4pcs/Set Professional Eye Brushes Set Foundation Mascara Blending Pencil Brushes Makeup Tools Cosmetic Black B... beauty & health Beauty & Grooming,Kamz Beauty 4pcs/Set Professional Eye Brushes Set Foundation Mascara Blending Pencil Brushes Makeup Tools Cosmetic Black B...,3.8,203,₹79,₹299,Beauty and Grooming.csv
La French Happiness Perfume | Eau De Parfum | Premium Long Lasting Fragrance Spray | Mood Enhancing | Ideal Gift Men & Wom... beauty & health Beauty & Grooming,La French Happiness Perfume | Eau De Parfum | Premium Long Lasting Fragrance Spray | Mood Enhancing | Ideal Gift Men & Wom...,4.2,160,₹540,"₹1,199",Beauty and Grooming.csv
"GREEN STICK MASK Stick, GreenTea Solid Mask, Purifying Clay Mask, Face Moisturizes Oil Control With Ice Cream Mask Acne Mo... beauty & health Beauty & Grooming","GREEN STICK MASK Stick, GreenTea Solid Mask, Purifying Clay Mask, Face Moisturizes Oil Control With Ice Cream Mask Acne Mo...",3.0,90,₹149,₹299,Beauty and Grooming.csv
"Kama Ayurveda Bringadi Hair Cleanser, 200 ml beauty & health Beauty & Grooming","Kama Ayurveda Bringadi Hair Cleanser, 200 ml",4.2,215,,"₹1,495",Beauty and Grooming.csv
"Wahl 820000 4-in-1 Shampoo, Lavender Chamomile 709 ML/24OZ beauty & health Beauty & Grooming","Wahl 820000 4-in-1 Shampoo, Lavender Chamomile 709 ML/24OZ",4.5,"18,914",₹839,₹850,Beauty and Grooming.csv
Mamaearth Ubtan Body Lotion - Pack of 2 (400 ml * 2) beauty & health Beauty & Grooming,Mamaearth Ubtan Body Lotion - Pack of 2 (400 ml * 2),4.2,760,₹673,₹898,Beauty and Grooming.csv
Rey Naturals® Coconut Oil | Virgin Coconut Oil (Cold Pressed) For Hair and Skin - 100% Pure & Natural Coconut Oil (200 ml) beauty & health Beauty & Grooming,Rey Naturals® Coconut Oil | Virgin Coconut Oil (Cold Pressed) For Hair and Skin - 100% Pure & Natural Coconut Oil (200 ml),4.3,"1,372",₹225,₹300,Beauty and Grooming.csv
Moiz Cleansing Lotion (200 ml) beauty & health Beauty & Grooming,Moiz Cleansing Lotion (200 ml),4.3,61,₹266,₹295,Beauty and Grooming.csv
CARMEL ORGANICS Neem Leaves Powder (340 Grams) | Jaivik Bharat Certified beauty & health Beauty & Grooming,CARMEL ORGANICS Neem Leaves Powder (340 Grams) | Jaivik Bharat Certified,4.5,623,₹265,₹999,Beauty and Grooming.csv
VRJ Enterprise Schloka Cleanser For All Skin Types beauty & health Beauty & Grooming,VRJ Enterprise Schloka Cleanser For All Skin Types,4.4,411,₹329,₹480,Beauty and Grooming.csv
"Muuchstac Men's Herbal Beard Growth Oil - 60ml & Refreshing Ocean Face Wash - Fights Acne & Pimple, Skin Whitening & Brigh... beauty & health Beauty & Grooming","Muuchstac Men's Herbal Beard Growth Oil - 60ml & Refreshing Ocean Face Wash - Fights Acne & Pimple, Skin Whitening & Brigh...",3.6,"1,423",₹699,₹949,Beauty and Grooming.csv
Elecious Mulethi Powder and Multani Powder Combo (200 grams + 200 grams) For Instant Glow and Brighten Complexion (Mulethi... beauty & health Beauty & Grooming,Elecious Mulethi Powder and Multani Powder Combo (200 grams + 200 grams) For Instant Glow and Brighten Complexion (Mulethi...,4.3,99,₹399,₹698,Beauty and Grooming.csv
"Kera XL Hair Growth Serum, 60 ml, Strengthens, Protects and Anchors Hair beauty & health Beauty & Grooming","Kera XL Hair Growth Serum, 60 ml, Strengthens, Protects and Anchors Hair",4.1,520,"₹1,079","₹1,290",Beauty and Grooming.csv
"Arata Zero Chemicals Natural Hydrating Hair Shampoo (300ml) with Ginkgo, Ginger & Indian Gooseberry Moisturises & Repairs ... beauty & health Beauty & Grooming","Arata Zero Chemicals Natural Hydrating Hair Shampoo (300ml) with Ginkgo, Ginger & Indian Gooseberry Moisturises & Repairs ...",3.8,432,₹349,₹699,Beauty and Grooming.csv
Himalaya Furglow skin and Coat tonic Pack of 400 ml beauty & health Beauty & Grooming,Himalaya Furglow skin and Coat tonic Pack of 400 ml,4.2,"1,781",₹480,₹500,Beauty and Grooming.csv
"Mamaearth Eggplex Conditioner, for strong hair, with Egg Protein & Collagen for Strength & Shine - 250 ml beauty & health Beauty & Grooming","Mamaearth Eggplex Conditioner, for strong hair, with Egg Protein & Collagen for Strength & Shine - 250 ml",4.1,271,₹324,₹349,Beauty and Grooming.csv
"Organic Netra 100% Pure Plant Based Vitamin E Oil For Radiant,Moisturized Youthful Skin For Men and Womens, Reduces scars,... beauty & health Beauty & Grooming","Organic Netra 100% Pure Plant Based Vitamin E Oil For Radiant,Moisturized Youthful Skin For Men and Womens, Reduces scars,...",4.1,293,₹299,₹399,Beauty and Grooming.csv
DENVER Black Code Perfume (EDP) - 60ML | Eau de Parfum - For Men | Long Lasting Luxury Scent Fragrance beauty & health Beauty & Grooming,DENVER Black Code Perfume (EDP) - 60ML | Eau de Parfum - For Men | Long Lasting Luxury Scent Fragrance,4.0,46,₹245,₹349,Beauty and Grooming.csv
"Just Herbs Anti Hairfall Control Kit (Shampoo 100ml+Conditioner100ml) with Goodness of Natural Vitamin E, Bhringraj & Blac... beauty & health Beauty & Grooming","Just Herbs Anti Hairfall Control Kit (Shampoo 100ml+Conditioner100ml) with Goodness of Natural Vitamin E, Bhringraj & Blac...",4.4,709,₹396,₹495,Beauty and Grooming.csv
"Orange Peel Powder Face Pack, Face mask | For Oil Control, Tan Removal, Acne & Pimples, Glowing Skin, Scars, Boosten Colla... beauty & health Beauty & Grooming","Orange Peel Powder Face Pack, Face mask | For Oil Control, Tan Removal, Acne & Pimples, Glowing Skin, Scars, Boosten Colla...",4.0,556,₹169,₹399,Beauty and Grooming.csv
"DIGOLEX metatarsal pads, gel foot pads, soft and breathable forefoot pad, suitable for diabetic patients, corns, blisters,... beauty & health Beauty & Grooming","DIGOLEX metatarsal pads, gel foot pads, soft and breathable forefoot pad, suitable for diabetic patients, corns, blisters,...",3.4,101,₹299,₹999,Beauty and Grooming.csv
BBLUNT Pro Insta Smooth Hair Straightening Brush With 4 Temperature Settings And Ionic Technology For 2X Better Frizz Cont... beauty & health Beauty & Grooming,BBLUNT Pro Insta Smooth Hair Straightening Brush With 4 Temperature Settings And Ionic Technology For 2X Better Frizz Cont...,4.0,34,"₹3,599","₹3,999",Beauty and Grooming.csv
"WishCare Brow & Lash Growth Serum - EyeBrow & Eyelash Growth Oil Serum With Castor Oil, Almond Oil & Vitamin E - 30ml beauty & health Beauty & Grooming","WishCare Brow & Lash Growth Serum - EyeBrow & Eyelash Growth Oil Serum With Castor Oil, Almond Oil & Vitamin E - 30ml",4.2,411,₹375,₹499,Beauty and Grooming.csv
Jovees Herbal Grape Fairness Face Wash For Women/Men | Brightening and Glowing Skin | For All Skin Types| Paraben and Alco... beauty & health Beauty & Grooming,Jovees Herbal Grape Fairness Face Wash For Women/Men | Brightening and Glowing Skin | For All Skin Types| Paraben and Alco...,4.3,717,₹146,₹195,Beauty and Grooming.csv
"Biotique Walnut Exfoliating & Polishing Face Scrub For Normal to Dry Skin, 50g beauty & health Beauty & Grooming","Biotique Walnut Exfoliating & Polishing Face Scrub For Normal to Dry Skin, 50g",4.2,"1,511",₹156,₹199,Beauty and Grooming.csv
Rustic Rituals Wooden Double-sided Bath Brush With Massager and Long Handle | Natural Bristles | Dry Brushing Removes Dead... beauty & health Beauty & Grooming,Rustic Rituals Wooden Double-sided Bath Brush With Massager and Long Handle | Natural Bristles | Dry Brushing Removes Dead...,3.9,"1,323",₹549,₹799,Beauty and Grooming.csv
"MahaGro Herbal Organic Hair Wash, 200g beauty & health Beauty & Grooming","MahaGro Herbal Organic Hair Wash, 200g",3.7,"1,205",₹249,₹299,Beauty and Grooming.csv
"INDUS VALLEY Bio Organic Growout Hair Oil for Hair Growth 100% Organic and vegan that combats dandruff, flaky scalp, frizz... beauty & health Beauty & Grooming","INDUS VALLEY Bio Organic Growout Hair Oil for Hair Growth 100% Organic and vegan that combats dandruff, flaky scalp, frizz...",3.7,"2,398",₹179,₹199,Beauty and Grooming.csv
Physiogel Hypoallergenic Calming Relief AI Lotion (100 ml) beauty & health Beauty & Grooming,Physiogel Hypoallergenic Calming Relief AI Lotion (100 ml),4.5,123,₹578,₹660,Beauty and Grooming.csv
MACPLUS Electric Shaver with 1.5 m Long Wire and Adjustable Trimming Range (Multicolour) beauty & health Beauty & Grooming,MACPLUS Electric Shaver with 1.5 m Long Wire and Adjustable Trimming Range (Multicolour),3.8,605,₹670,"₹1,999",Beauty and Grooming.csv
Fastrack Hip Hop Analog White Dial Women's Watch-NL9827PP01/NP9827PP01 beauty & health Beauty & Grooming,Fastrack Hip Hop Analog White Dial Women's Watch-NL9827PP01/NP9827PP01,4.3,"1,801",,"₹2,450",Beauty and Grooming.csv
Mamaearth Green Tea Face Toner With Green Tea & Collagen For Open Pores - 100 ml beauty & health Beauty & Grooming,Mamaearth Green Tea Face Toner With Green Tea & Collagen For Open Pores - 100 ml,4.1,148,₹358,₹399,Beauty and Grooming.csv
